Name,Amusement Park,Type,Design,Status_x,Opened,City,Region,Country,Make,Length,Height,Speed,Inversions,Elements,Image URLs,Drop (ft),Duration,G-force,Max vertical angle,Uphill Length (ft),Downhill Length (ft),Δ Elevation (ft),Airtime Points,Crossings,Bank Angle (°),Drop,year_introduced,Location,Park section,Type_y,Manufacturer,Designer,Model,Track layout,Lift/launch system,Height,Drop_y,Length,Speed,Duration_y,Max vertical angle,Capacity,G-force,coaster_name,History,Closing date,Inversions_y,Trains,Replaced,Replaced by,General Statistics
Pandemonium (roller coaster),,Steel – Spinning,,,2005,,,,Gerstlauer,"1,351 ft (412 m)",,31 mph (50 km/h),,,,,,,,,,,,,,27 ft (8.2 m),2005,,,Steel – Spinning,Gerstlauer,Werner Stengel,,,Chain lift hill,,27 ft (8.2 m),"1,351 ft (412 m)",31 mph (50 km/h),,,,,Pandemonium (roller coaster),"The first installation of Pandemonium opened at Six Flags New England on April 16, 2005 and dubbed as Mr. Six's Pandemonium. The New England park went to a roller coaster manufacturer, Gerstlauer, to help bring a coaster to the park that all ages would be attracted to. Gerstlauer then introduced Six Flags with the manufacturer's latest development of the spinning roller coaster, which was developed in the early 2000s. In early 2005, Six Flags New England announced its plans for the upcoming season by adding two roller coasters to the park, including Mr. Six's Pandemonium, themed after the advertising character of the company. Without any notice, Six Flags New England removed the theming of Mr. Six on the roller coaster and operated it as Pandemonium for the start of the 2007 season.
In late 2006 and early 2007, both Six Flags Fiesta Texas and Six Flags St. Louis announced the addition of a new spinning coaster to their respective parks. Six Flags licensed with professional skateboarder, Tony Hawk, to help brand the company's newest two coasters after the success of the Boom Boom HuckJam, which toured many Six Flags parks in 2006. The ride was originally billed as the ""Tony Hawk experience"" and was designed to have the look and feel of a large red-and-black skatepark. It offered a full ""extreme sports"" experience, with monitors in the queue lines displaying highlights of the history of action sports and a large spinning Tony Hawk figure crowning the ride. In 2007, both parks equipped their two new coasters with CD ride technology that captures the guests' on-ride experience which is put on a DVD for a take home souvenir.With the success of Tony Hawk's Big Spin, Six Flags announced in late 2007 that they would be adding two more to their parks. Six Flags Discovery Kingdom and Six Flags Over Texas both opened the next two installments in the spring of 2008.In November 2010, Six Flags began the process of cancelling licensed intellectual property deals they had with various brands, including the agreement with Tony Hawk himself, as the company was emerging itself from bankruptcy at that time. Discovery Kingdom, Fiesta Texas, and Over Texas operated the coasters under Hawk's brand until January 2011, following the 2010 run of Holiday in the Park. Afterward, those three parks quickly dropped Hawk's name from the ride and any other memorabilia associated with him and operated their coaster as Big Spin for the remainder of the season. At the start of the new season in 2011, all four Tony Hawk's Big Spins were officially renamed to Pandemonium like their sister park at New England.
In late 2011, Six Flags announced that Superman: Ultimate Flight would be built at Discovery Kingdom, replacing their Pandemonium roller coaster. The new ride would reuse the PLC room and extended queue area, which was formerly the station for Zonga. Pandemonium at Discovery Kingdom officially closed at the park on January 1, 2012. As Pandemonium was a relatively new coaster, Six Flags moved it to the headquarters of Larson International and Roller Coaster Museum, both located in Plainview, Texas, for storage. In mid 2012, Six Flags México announced The Joker for the 2013 season. The track of the stored Pandemonium was moved from Texas to Mexico.",,,,,,
Pandemonium (roller coaster),,Steel – Spinning,,,2007,,,,Gerstlauer,"1,351 ft (412 m)",,31 mph (50 km/h),,,,,,,,,,,,,,27 ft (8.2 m),2007,,,Steel – Spinning,Gerstlauer,Werner Stengel,,,Chain lift hill,,27 ft (8.2 m),"1,351 ft (412 m)",31 mph (50 km/h),,,,,Pandemonium (roller coaster),"The first installation of Pandemonium opened at Six Flags New England on April 16, 2005 and dubbed as Mr. Six's Pandemonium. The New England park went to a roller coaster manufacturer, Gerstlauer, to help bring a coaster to the park that all ages would be attracted to. Gerstlauer then introduced Six Flags with the manufacturer's latest development of the spinning roller coaster, which was developed in the early 2000s. In early 2005, Six Flags New England announced its plans for the upcoming season by adding two roller coasters to the park, including Mr. Six's Pandemonium, themed after the advertising character of the company. Without any notice, Six Flags New England removed the theming of Mr. Six on the roller coaster and operated it as Pandemonium for the start of the 2007 season.
In late 2006 and early 2007, both Six Flags Fiesta Texas and Six Flags St. Louis announced the addition of a new spinning coaster to their respective parks. Six Flags licensed with professional skateboarder, Tony Hawk, to help brand the company's newest two coasters after the success of the Boom Boom HuckJam, which toured many Six Flags parks in 2006. The ride was originally billed as the ""Tony Hawk experience"" and was designed to have the look and feel of a large red-and-black skatepark. It offered a full ""extreme sports"" experience, with monitors in the queue lines displaying highlights of the history of action sports and a large spinning Tony Hawk figure crowning the ride. In 2007, both parks equipped their two new coasters with CD ride technology that captures the guests' on-ride experience which is put on a DVD for a take home souvenir.With the success of Tony Hawk's Big Spin, Six Flags announced in late 2007 that they would be adding two more to their parks. Six Flags Discovery Kingdom and Six Flags Over Texas both opened the next two installments in the spring of 2008.In November 2010, Six Flags began the process of cancelling licensed intellectual property deals they had with various brands, including the agreement with Tony Hawk himself, as the company was emerging itself from bankruptcy at that time. Discovery Kingdom, Fiesta Texas, and Over Texas operated the coasters under Hawk's brand until January 2011, following the 2010 run of Holiday in the Park. Afterward, those three parks quickly dropped Hawk's name from the ride and any other memorabilia associated with him and operated their coaster as Big Spin for the remainder of the season. At the start of the new season in 2011, all four Tony Hawk's Big Spins were officially renamed to Pandemonium like their sister park at New England.
In late 2011, Six Flags announced that Superman: Ultimate Flight would be built at Discovery Kingdom, replacing their Pandemonium roller coaster. The new ride would reuse the PLC room and extended queue area, which was formerly the station for Zonga. Pandemonium at Discovery Kingdom officially closed at the park on January 1, 2012. As Pandemonium was a relatively new coaster, Six Flags moved it to the headquarters of Larson International and Roller Coaster Museum, both located in Plainview, Texas, for storage. In mid 2012, Six Flags México announced The Joker for the 2013 season. The track of the stored Pandemonium was moved from Texas to Mexico.",,,,,,
Pandemonium (roller coaster),,Steel – Spinning,,,2008,,,,Gerstlauer,"1,351 ft (412 m)",,31 mph (50 km/h),,,,,,,,,,,,,,27 ft (8.2 m),2008,,,Steel – Spinning,Gerstlauer,Werner Stengel,,,Chain lift hill,,27 ft (8.2 m),"1,351 ft (412 m)",31 mph (50 km/h),,,,,Pandemonium (roller coaster),"The first installation of Pandemonium opened at Six Flags New England on April 16, 2005 and dubbed as Mr. Six's Pandemonium. The New England park went to a roller coaster manufacturer, Gerstlauer, to help bring a coaster to the park that all ages would be attracted to. Gerstlauer then introduced Six Flags with the manufacturer's latest development of the spinning roller coaster, which was developed in the early 2000s. In early 2005, Six Flags New England announced its plans for the upcoming season by adding two roller coasters to the park, including Mr. Six's Pandemonium, themed after the advertising character of the company. Without any notice, Six Flags New England removed the theming of Mr. Six on the roller coaster and operated it as Pandemonium for the start of the 2007 season.
In late 2006 and early 2007, both Six Flags Fiesta Texas and Six Flags St. Louis announced the addition of a new spinning coaster to their respective parks. Six Flags licensed with professional skateboarder, Tony Hawk, to help brand the company's newest two coasters after the success of the Boom Boom HuckJam, which toured many Six Flags parks in 2006. The ride was originally billed as the ""Tony Hawk experience"" and was designed to have the look and feel of a large red-and-black skatepark. It offered a full ""extreme sports"" experience, with monitors in the queue lines displaying highlights of the history of action sports and a large spinning Tony Hawk figure crowning the ride. In 2007, both parks equipped their two new coasters with CD ride technology that captures the guests' on-ride experience which is put on a DVD for a take home souvenir.With the success of Tony Hawk's Big Spin, Six Flags announced in late 2007 that they would be adding two more to their parks. Six Flags Discovery Kingdom and Six Flags Over Texas both opened the next two installments in the spring of 2008.In November 2010, Six Flags began the process of cancelling licensed intellectual property deals they had with various brands, including the agreement with Tony Hawk himself, as the company was emerging itself from bankruptcy at that time. Discovery Kingdom, Fiesta Texas, and Over Texas operated the coasters under Hawk's brand until January 2011, following the 2010 run of Holiday in the Park. Afterward, those three parks quickly dropped Hawk's name from the ride and any other memorabilia associated with him and operated their coaster as Big Spin for the remainder of the season. At the start of the new season in 2011, all four Tony Hawk's Big Spins were officially renamed to Pandemonium like their sister park at New England.
In late 2011, Six Flags announced that Superman: Ultimate Flight would be built at Discovery Kingdom, replacing their Pandemonium roller coaster. The new ride would reuse the PLC room and extended queue area, which was formerly the station for Zonga. Pandemonium at Discovery Kingdom officially closed at the park on January 1, 2012. As Pandemonium was a relatively new coaster, Six Flags moved it to the headquarters of Larson International and Roller Coaster Museum, both located in Plainview, Texas, for storage. In mid 2012, Six Flags México announced The Joker for the 2013 season. The track of the stored Pandemonium was moved from Texas to Mexico.",,,,,,
Rita (roller coaster),Alton Towers,Steel – Launched,,,2005,,,,Intamin,"640 m (2,100 ft)",18.4 m (60 ft),98.3 km/h (61.1 mph),0,,,,0:25,4.7,,,,,,,,,2005,Alton Towers,Dark Forest,Steel – Launched,Intamin,Werner Stengel,Accelerator Coaster,Twister,Hydraulic Launch,18.4 m (60 ft),,"640 m (2,100 ft)",98.3 km/h (61.1 mph),0:25,,"1,150[1] riders per hour",4.7,Rita (roller coaster),"In September 2004 UG Land was stripped of almost all of its attractions including The UG Bugs, The Bone Shaker and Lava Lump preparing for a major new ride. The only rides that remained were the Corkscrew and the UG Swinger.
On 1 April 2005 Rita Queen of Speed opened to the public and 'UG Land and the Thunder Rock Rally' was formed, incorporating the new ride, Corkscrew, and a number of other rides which would be removed in the following years.

			
			
		
		
			
			
		
		
			
			
		
In March 2010, following a change of the area to the Dark Forest, the ""Queen of Speed"" suffix was dropped from the ride's name, and Rita (as it is now known) received a retheme, with a redecorated entrance, queue line, station, control room and cars.",,0,2 trains with 5 cars. Riders are arranged 2 across in 2 rows for a total of 20 riders per train.,Boneshaker,,
Sequoia Adventure,Gardaland,Steel,,,2005,,,,S&S - Sansei Technologies,,98.4 ft (30.0 m),,3,,,,1 minute and 25 seconds,,180 degrees°,,,,,,,,2005,Gardaland,,Steel,S&S - Sansei Technologies,,Screaming Squirrel,,Chain Lift Hill,98.4 ft (30.0 m),,,,1 minute and 25 seconds,180 degrees°,,,Sequoia Adventure,"Sequoia Adventure opened in 2005 but closed in June 2017 due to mechanical issues. It was scheduled to reopen in 2018. In November 2018, Gardaland confirmed that the ride would reopen in 2019 with a magic theme and a new name, Sequoia Magic Loop. The ride was closed again in 2021 and remained standing but was not operating throughout the 2022 season. In January 2023, the ride was removed from Gardaland.",,3,3 trains with a single car. Riders are arranged 2 across in 2 rows for a total of 4 riders per train.,,,
SheiKra,Busch Gardens Tampa Bay,Steel,,,2005,,,,Bolliger & Mabillard,"3,188 ft (972 m)",200 ft (61 m),70 mph (110 km/h),1,,,,2:20,4[1],90°,,,,,,,,2005,Busch Gardens Tampa Bay,Stanleyville,Steel,Bolliger & Mabillard,,Dive Coaster,Twister,Chain lift hill,200 ft (61 m),,"3,188 ft (972 m)",70 mph (110 km/h),2:20,90°,,4[1],SheiKra,,,1,3 cars. Riders are arranged 8 across in a single row for a total of 24 riders per train.,,,
Space Mountain: Mission 2,Disneyland Park (Paris),Steel – Launched – Enclosed,,,2005,,,,Vekoma,"3,281 ft (1,000 m)",105 ft (32 m),44 mph (71 km/h),3,,,,2:15,5,,,,,,,,,2005,Disneyland Park (Paris),Discoveryland,Steel – Launched – Enclosed,Vekoma,Walt Disney Imagineering Werner Stengel,,,Electric Winch Launch / Booster wheels (second lift),105 ft (32 m),,"3,281 ft (1,000 m)",44 mph (71 km/h),2:15,,1980 riders per hour,5,Space Mountain: Mission 2,History section not found,,3,4 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,Space Mountain: Mission 2,,
Wild Mouse (Beech Bend Park),Beech Bend Park,Steel – Wild Mouse,,,2005,,,,Zamperla,"1,377.9 ft (420.0 m)",42.7 ft (13.0 m),29.1 mph (46.8 km/h),0,,,,1:30,2.5,,,,,,,,,2005,Beech Bend Park,,Steel – Wild Mouse,Zamperla,,Twister Coaster 420STD,,,42.7 ft (13.0 m),,"1,377.9 ft (420.0 m)",29.1 mph (46.8 km/h),1:30,,900 riders per hour,2.5,Wild Mouse (Beech Bend Park),History section not found,,0,4 trains with a single car. Riders are arranged 4 across in a single row for a total of 4 riders per train.,,,
Black Mamba (roller coaster),Phantasialand,Steel – Inverted,,,2006,,,,Bolliger & Mabillard,"2,519 ft (768 m)",85.3 ft (26.0 m),49.7 mph (80.0 km/h),4,,,,,4G,,,,,,,,88.6 ft (27.0 m),2006,Phantasialand,Deep in Africa,Steel – Inverted,Bolliger & Mabillard,,Inverted Coaster,,Chain lift,85.3 ft (26.0 m),88.6 ft (27.0 m),"2,519 ft (768 m)",49.7 mph (80.0 km/h),,,1500 riders per hour,4G,Black Mamba (roller coaster),History section not found,,4,,,,
Crystal Wing,Happy Valley Beijing,Steel – Flying,,,2006,,,,Bolliger & Mabillard,"2,798 ft (853 m)",106 ft (32 m),51 mph (82 km/h),2,,,,,,,,,,,,,100 ft (30 m),2006,Happy Valley Beijing,Atlantis,Steel – Flying,Bolliger & Mabillard,,Flying Coaster,,Chain lift hill,106 ft (32 m),100 ft (30 m),"2,798 ft (853 m)",51 mph (82 km/h),,,,,Crystal Wing,History section not found,,2,,,,
Eejanaika (roller coaster),Fuji-Q Highland,Steel – 4th dimension,,,2006,,,,S&S Arrow,"3,782.83 ft (1,153.01 m)",249.33 ft (76.00 m),78.3 mph (126.0 km/h),3 track inversions (14 including seat inversions),,,,2:10,3.67,89°,,,,,,,,2006,Fuji-Q Highland,,Steel – 4th dimension,S&S Arrow,Alan Schilke,Fourth dimension coaster,,Chain lift hill,249.33 ft (76.00 m),,"3,782.83 ft (1,153.01 m)",78.3 mph (126.0 km/h),2:10,89°,1000 riders per hour,3.67,Eejanaika (roller coaster),History section not found,,3 track inversions (14 including seat inversions),5 cars. Riders are arranged 4 across in a single row for a total of 20 riders per train.,,,
Expedition Everest,Disney's Animal Kingdom,,,,2006,,,,Vekoma,"3,884.5 ft (1,184.0 m)",200.5 ft (61.1 m),50 mph (80 km/h),0,,,,2:50,3,,,,,,,,80 ft (24 m),2006,Disney's Animal Kingdom,Asia,,Vekoma,Walt Disney Imagineering,Custom,Custom,Chain lift hill,200.5 ft (61.1 m),80 ft (24 m),"3,884.5 ft (1,184.0 m)",50 mph (80 km/h),2:50,,"2,050 riders per hour",3,Expedition Everest,"The attraction was announced publicly on April 22, 2003, during an event to celebrate the fifth anniversary of Disney's Animal Kingdom. Construction of the new attraction began a month before the announcement in March 2003. It took three years and required more than 38 miles (61 km) of rebar; 5,000 tons of structural steel; and 10,000 tons of concrete. Expedition Everest opened for previews on January 26, 2006, and had its grand opening on April 7, 2006, in ceremonies led by Disney CEO Bob Iger and theme parks chairman Jay Rasulo. At 199.5 feet (60.8 m), it is the tallest attraction at Walt Disney World, beating The Twilight Zone Tower of Terror at Disney's Hollywood Studios by 6 inches (15 cm). Disney keeps all of its attraction buildings under 200 feet (61 m) because aviation laws require structures of that height and taller to have a blinking red light beacons for low-flying aircraft, which would take away from the theming of their attraction.",,0,6 (max. 5 in operation) trains with 6 cars. Riders are arranged 2 across in 3 rows with the exception of the last car which has only 2 rows for a total of 34 riders per train.,,,
